dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00022175,True,gemini-3.1-flash-lite,3,8.7e-05,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['galactic_gazetteer.md', 'galactic_gazetteer.md', 'galactic_gazetteer.md']","[0.8508, 0.8093, 0.8061]",3,0.00030875
ducks,,['quack_federation_governance.md'],f_easy_currency,0.00022325,True,gemini-3.1-flash-lite,3,4.0499999999999995e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,"['quack_federation_governance.md', 'species_compendium.md', 'quack_federation_governance.md']","[0.816, 0.8085, 0.8034]",3,0.00026375
ducks,,['quack_federation_governance.md'],f_easy_council_size,0.00021225,True,gemini-3.1-flash-lite,3,1.8e-05,How many seats does the Tide Council have in total?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'duck_wars_extended_history.md']","[0.8055, 0.7758, 0.7755]",3,0.00023025
ducks,,['quack_federation_governance.md'],f_easy_five_departments,0.0002055,True,gemini-3.1-flash-lite,3,0.000165,What are the five Departments that the Hydromarch presides over?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.8287, 0.8085, 0.792]",3,0.0003705
ducks,,['species_compendium.md'],f_easy_duck_lifespan,0.00021125,True,gemini-3.1-flash-lite,3,2.1e-05,What is the average lifespan of a Duck in standard cycles?,factual,"['species_compendium.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.808, 0.7798, 0.7743]",3,0.00023225
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,0.00024625,True,gemini-3.1-flash-lite,3,4.5e-05,How do the Echo-Folk communicate and where do they live?,factual,"['species_compendium.md', 'galactic_gazetteer.md', 'isoprene_planetary_survey.md']","[0.8063, 0.7747, 0.7741]",3,0.00029125
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,0.00026075,True,gemini-3.1-flash-lite,3,4.9500000000000004e-05,What is the population of Splashport and where is the city located?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.8385, 0.782, 0.7803]",3,0.00031025000000000003
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.00024475,True,gemini-3.1-flash-lite,3,3.45e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.8186, 0.8121, 0.8086]",3,0.00027925
ducks,,['isoprene_planetary_survey.md'],f_easy_buoyant_capacity,0.00021525,True,gemini-3.1-flash-lite,3,3.0000000000000004e-05,What is the sustained capital-vessel construction capacity of the Buoyant Yards per cycle?,factual,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'quack_federation_governance.md']","[0.8199, 0.7844, 0.7814]",3,0.00024525
ducks,,['isoprene_planetary_survey.md'],f_easy_way_of_tides_pct,0.00023025,True,gemini-3.1-flash-lite,3,3.45e-05,What percentage of Isoprene's population practices the Way of the Tides?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.8656, 0.8055, 0.7865]",3,0.00026475
ducks,,['duck_wars_extended_history.md'],f_med_battlebill,0.0002325,True,gemini-3.1-flash-lite,3,5.4e-05,What was the Mark-VII Battlebill and what wartime problem did it solve?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7837, 0.7741, 0.7689]",3,0.0002865
ducks,,['duck_wars_extended_history.md'],f_med_loofah_accord_year,0.0002175,True,gemini-3.1-flash-lite,3,2.7e-05,In what standard cycle was the Loofah Accord signed?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'isoprene_planetary_survey.md']","[0.8183, 0.8073, 0.7953]",3,0.0002445
ducks,,['duck_wars_extended_history.md'],f_med_long_withdrawal,0.00024075,True,gemini-3.1-flash-lite,3,0.000174,What was the Long Withdrawal and which worlds anchored the resulting defensive arc?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'galactic_gazetteer.md']","[0.8168, 0.7957, 0.785]",3,0.00041474999999999997
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_act,0.00023075,True,gemini-3.1-flash-lite,3,9.300000000000001e-05,"What does the Reedwater Conservation Act protect, and roughly how many harvesting licenses are issued per cycle?",factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.8432, 0.7971, 0.7838]",3,0.00032375000000000004
ducks,,['isoprene_planetary_survey.md'],f_med_stillwater_protocol,0.0002235,True,gemini-3.1-flash-lite,3,5.85e-05,What is the Stillwater Protocol and what is the designated primary continuity-of-government site?,factual,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.808, 0.7778, 0.7705]",3,0.000282
ducks,,['isoprene_planetary_survey.md'],f_med_trans_continental_canal,0.00025225,True,gemini-3.1-flash-lite,3,4.2e-05,How long is the Trans-Continental Canal and what does it connect?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7807, 0.7575, 0.7432]",3,0.00029424999999999997
ducks,,['quack_federation_governance.md'],f_med_first_paddler,0.00023875,True,gemini-3.1-flash-lite,3,3.7500000000000003e-05,Who currently holds the office of First Paddler and which Paddle is she from?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.8096, 0.7942, 0.7933]",3,0.00027625
ducks,,['quack_federation_governance.md'],f_med_hydromarch_term,0.00024475,True,gemini-3.1-flash-lite,3,2.7e-05,"How long is the Hydromarch's term of office, and may they be reappointed?",factual,"['quack_federation_governance.md', 'duck_wars_extended_history.md', 'quack_federation_governance.md']","[0.8112, 0.7838, 0.775]",3,0.00027175
ducks,,['quack_federation_governance.md'],f_med_ripple_protocol,0.00021325,True,gemini-3.1-flash-lite,3,6.75e-05,What is the Ripple Protocol and how many readings does a Council proposal require?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'duck_wars_extended_history.md']","[0.8434, 0.7765, 0.7762]",3,0.00028075
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_league,0.00026675,True,gemini-3.1-flash-lite,3,8.55e-05,What was the Reedwater League and which modern Federation institution traces direct descent from its Council of Reedmasters?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'duck_wars_extended_history.md']","[0.869, 0.8071, 0.8055]",3,0.00035225
ducks,,['species_compendium.md'],f_med_mistral_wisps,0.000249,True,gemini-3.1-flash-lite,3,0.000144,What are Mistral Wisps and how does their emergent cognition arise and persist?,factual,"['species_compendium.md', 'species_compendium.md', 'species_compendium.md']","[0.827, 0.7806, 0.7718]",3,0.000393
ducks,,['species_compendium.md'],f_med_precursor_tier,0.00025375,True,gemini-3.1-flash-lite,3,5.1e-05,How does the Office of Xenology classify Precursor artifacts and what must be done when one is recovered?,factual,"['species_compendium.md', 'species_compendium.md', 'galactic_gazetteer.md']","[0.8234, 0.7841, 0.779]",3,0.00030475
ducks,,['duck_wars_extended_history.md'],f_med_pondreader_framework,0.000221,True,gemini-3.1-flash-lite,3,9.449999999999999e-05,What did Doctora-Hen Pondreader argue was the true nature of Spong chemical signaling?,factual,"['duck_wars_extended_history.md', 'species_compendium.md', 'duck_wars_extended_history.md']","[0.8503, 0.8166, 0.7934]",3,0.0003155
ducks,,['duck_wars_extended_history.md'],f_med_first_splish_splash,0.0002585,True,gemini-3.1-flash-lite,3,9.900000000000001e-05,"When did open war begin between the Federation and the Spong, and what was lost in the initial engagement?",factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.8449, 0.8244, 0.8236]",3,0.0003575
ducks,,['isoprene_planetary_survey.md'],f_med_glassine_uni_year,0.000239,True,gemini-3.1-flash-lite,3,2.7e-05,In what cycle was the University of Glassine founded?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7748, 0.7544, 0.7519]",3,0.000266
ducks,,['galactic_gazetteer.md'],f_hard_squeak_minor_vs_others,0.00024,True,gemini-3.1-flash-lite,3,0.0001695,Why does any movement on the surface of Squeak Minor generate high-pitched squeaking sounds?,factual,"['isoprene_planetary_survey.md', 'duck_technology.md', 'galactic_gazetteer.md']","[0.7933, 0.7819, 0.7807]",3,0.00040950000000000003
ducks,,['duck_technology.md'],f_hard_bubble_disambiguation,0.00017525,True,gemini-3.1-flash-lite,3,7.500000000000001e-06,Which Federation defensive technology works by absorbing energy in a layered field that 'pops' on impact?,factual,"['duck_technology.md', 'isoprene_planetary_survey.md', 'duck_technology.md']","[0.8292, 0.8108, 0.7915]",3,0.00018275
ducks,,['isoprene_planetary_survey.md'],f_hard_hardshell_squeakish,0.0002475,True,gemini-3.1-flash-lite,3,3.3e-05,Which Paddle dialect is so divergent that some linguists classify it as a separate language?,factual,"['isoprene_planetary_survey.md', 'species_compendium.md', 'species_compendium.md']","[0.7827, 0.7754, 0.762]",3,0.0002805
ducks,,['species_compendium.md'],f_hard_bristlers_reclassified,0.00023075,True,gemini-3.1-flash-lite,3,3.9e-05,"In what cycle were the Bristlers of Bristle reclassified as potentially sapient, and who led the work?",factual,"['species_compendium.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.8612, 0.8126, 0.8121]",3,0.00026975
ducks,,['quack_federation_governance.md'],f_hard_treaty_long_hum,0.00021675,True,gemini-3.1-flash-lite,3,9.900000000000001e-05,What is the Treaty of the Long Hum and what unique citizenship arrangement did it establish?,factual,"['quack_federation_governance.md', 'duck_wars_extended_history.md', 'isoprene_planetary_survey.md']","[0.8377, 0.7744, 0.7737]",3,0.00031575
ducks,,['duck_wars_extended_history.md'],f_hard_first_year_losses,0.00022925,True,gemini-3.1-flash-lite,3,2.25e-05,Approximately how many capital vessels did the Federation lose in the first cycle of the Great Duck Wars?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'quack_federation_governance.md']","[0.8348, 0.8239, 0.8197]",3,0.00025174999999999997
ducks,,['duck_wars_extended_history.md'],f_hard_glossy_feather,0.00023,True,gemini-3.1-flash-lite,3,4.8e-05,"Which survey vessel produced the first hint that the Sudsy Reaches contained intelligence, and how long did the report sit in the archive?",factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.8229, 0.8207, 0.7896]",3,0.00027800000000000004
ducks,,"['quack_federation_governance.md', 'isoprene_planetary_survey.md']",f_hard_council_platform,0.0002115,True,gemini-3.1-flash-lite,3,3.0000000000000004e-05,Where does the Tide Council physically convene?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'duck_wars_extended_history.md']","[0.8097, 0.7992, 0.7886]",3,0.0002415
ducks,,['isoprene_planetary_survey.md'],f_hard_squeak_grass,0.0002465,True,gemini-3.1-flash-lite,3,4.6500000000000005e-05,Which species of Isoprene grass produces audible high-frequency tones when disturbed by wind?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'species_compendium.md']","[0.8224, 0.7735, 0.7714]",3,0.00029299999999999997
ducks,,['isoprene_planetary_survey.md'],f_hard_golden_ripple,0.0002225,True,gemini-3.1-flash-lite,3,5.85e-05,What is the Golden Ripple and what role does it play in Squeakish architecture?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'duck_technology.md']","[0.8372, 0.7774, 0.7745]",3,0.000281
ducks,,"['isoprene_planetary_survey.md', 'duck_wars_extended_history.md']",m_waddles_birth_and_role,0.0002705,False,gemini-3.1-flash-lite,3,0.000165,"Where was Commodore Waddles born, and what was his decisive contribution to the Battle of the Loofah Line?",multi_hop,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.82, 0.8048, 0.7974]",3,0.0004355
ducks,,"['species_compendium.md', 'duck_wars_extended_history.md']",m_pondreader_and_spong_biology,0.00022125,True,gemini-3.1-flash-lite,3,0.00017250000000000002,"How does Spong chemical signaling actually work biologically, and how did Pondreader reinterpret what it meant?",multi_hop,"['duck_wars_extended_history.md', 'species_compendium.md', 'duck_wars_extended_history.md']","[0.8095, 0.806, 0.7924]",3,0.00039375
ducks,,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']",m_polymer_industry_and_compact,0.000247,True,gemini-3.1-flash-lite,3,8.55e-05,"How large is Isoprene's polymer industry as a share of its economy, and what compact regulates harvesting to ensure forest sustainability?",multi_hop,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.8563, 0.8459, 0.8144]",3,0.0003325
ducks,,"['quack_federation_governance.md', 'duck_wars_extended_history.md']",m_wave_rider_post_war,0.0002335,False,gemini-3.1-flash-lite,3,0.0001185,"What political status do the Wave-Rider city-states hold within the Federation, and what diplomatic role do they play between the Federation and the Spong?",multi_hop,"['quack_federation_governance.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.8095, 0.805, 0.8048]",3,0.000352
ducks,,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md']",m_battlebill_lineage,0.0002535,True,gemini-3.1-flash-lite,3,9e-05,"What wartime need produced the Mark-VII Battlebill, and what heavy capital vessel program is currently being built by its successors at the Buoyant Yards?",multi_hop,"['isoprene_planetary_survey.md', 'duck_wars_extended_history.md', 'quack_federation_governance.md']","[0.8252, 0.7927, 0.784]",3,0.0003435
ducks,,"['quack_federation_governance.md', 'species_compendium.md']",m_echo_folk_collective_seat,0.00019725,False,gemini-3.1-flash-lite,3,8.55e-05,"How are the Echo-Folk represented in the Tide Council, and what does their collective citizenship arrangement mean biologically?",multi_hop,"['quack_federation_governance.md', 'quack_federation_governance.md', 'duck_wars_extended_history.md']","[0.8425, 0.8154, 0.8003]",3,0.00028275
ducks,,"['galactic_gazetteer.md', 'duck_technology.md']",m_squeak_drive_origin,0.00023875,True,gemini-3.1-flash-lite,3,8.099999999999999e-05,"Which moon's natural acoustic phenomenon inspired the Squeak Drive, and what does the Squeak Drive itself do to a starship's water exhaust?",multi_hop,"['duck_technology.md', 'galactic_gazetteer.md', 'galactic_gazetteer.md']","[0.8114, 0.8057, 0.7994]",3,0.00031975
ducks,,"['galactic_gazetteer.md', 'duck_wars_extended_history.md']",m_loofah_geography_battle,0.00027675,False,gemini-3.1-flash-lite,3,0.000156,"What kind of material makes up the Loofah Line, and why was driving the Spong fleet into it militarily decisive?",multi_hop,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8337, 0.8132, 0.8093]",3,0.00043275
ducks,,"['galactic_gazetteer.md', 'isoprene_planetary_survey.md']",m_elastos_processing,0.00025325,True,gemini-3.1-flash-lite,3,4.0499999999999995e-05,"What material does the Federation harvest on Elastos, and where on Isoprene is that material further compounded for industrial use?",multi_hop,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'galactic_gazetteer.md']","[0.8454, 0.829, 0.8131]",3,0.00029375
ducks,,"['species_compendium.md', 'quack_federation_governance.md']",m_paddles_council_voting,0.00024,False,gemini-3.1-flash-lite,3,2.55e-05,How many Paddles exist and how many seats does each hold in the Tide Council?,multi_hop,"['quack_federation_governance.md', 'quack_federation_governance.md', 'quack_federation_governance.md']","[0.8209, 0.7978, 0.7889]",3,0.0002655
ducks,,"['duck_wars_extended_history.md', 'species_compendium.md']",m_drainer_against_spong_biology,0.000264,False,gemini-3.1-flash-lite,3,0.0001425,"Why was the Drainer weapon initially so effective against Federation ships, given the colonial body structure of the Spong themselves?",multi_hop,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.803, 0.793, 0.785]",3,0.0004065
ducks,,"['galactic_gazetteer.md', 'species_compendium.md']",m_bar_precursor,0.00025375,True,gemini-3.1-flash-lite,3,0.0001365,"What is the Bar, and how is it classified under the Office of Xenology's significance tiers?",multi_hop,"['species_compendium.md', 'galactic_gazetteer.md', 'species_compendium.md']","[0.8004, 0.7857, 0.7815]",3,0.00039025
ducks,,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']",m_reedwater_league_ancestry,0.00024675,True,gemini-3.1-flash-lite,3,0.000258,"Which pre-Federation polity is the institutional ancestor of the Tide Council, and how is the modern Council composed?",multi_hop,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'quack_federation_governance.md']","[0.8406, 0.8235, 0.8023]",3,0.00050475
ducks,,"['isoprene_planetary_survey.md', 'species_compendium.md']",m_bristlers_pendweather,0.00022325,False,gemini-3.1-flash-lite,3,8.7e-05,"What protocol governs Federation contact with Bristle, and what underlying behavior of the Bristlers prompted it?",multi_hop,"['species_compendium.md', 'species_compendium.md', 'duck_wars_extended_history.md']","[0.8509, 0.8111, 0.8081]",3,0.00031025
ducks,,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']",m_sap_drinker_polymer,0.0002175,False,gemini-3.1-flash-lite,3,0.000117,"What is the dominant tree species of the Isoprene polymer forests, and what is its sap used for at a Federation-wide level?",multi_hop,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.8375, 0.8343, 0.81]",3,0.0003345
ducks,,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']",m_first_squadron_doctrine,0.00022625,False,gemini-3.1-flash-lite,3,9e-05,"Where is the First Squadron based, and what has been the Fleet's standing doctrine since the Battle of the Loofah Line?",multi_hop,"['quack_federation_governance.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7973, 0.7936, 0.7891]",3,0.00031625
ducks,,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md']",m_waddles_legacy,0.00024525,False,gemini-3.1-flash-lite,3,7.8e-05,"What did Commodore Waddles do after retiring, and what is his canonical written work?",multi_hop,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.821, 0.7891, 0.7798]",3,0.00032325
ducks,,"['duck_wars_extended_history.md', 'quack_federation_governance.md']",m_stillwater_lineage,0.0002405,True,gemini-3.1-flash-lite,3,7.65e-05,"Which Hydromarch promoted Waddles to operational command during the war, and which current Hydromarch shares his Paddle name?",multi_hop,"['duck_wars_extended_history.md', 'quack_federation_governance.md', 'duck_wars_extended_history.md']","[0.8233, 0.7983, 0.7981]",3,0.000317
ducks,,[],o_hydromarch_salary,0.000208,False,gemini-3.1-flash-lite,3,2.55e-05,What is the annual salary of the Hydromarch in Drops?,out_of_scope,"['quack_federation_governance.md', 'quack_federation_governance.md', 'quack_federation_governance.md']","[0.755, 0.754, 0.7508]",3,0.00023349999999999998
ducks,,[],o_spong_population,0.0002505,False,gemini-3.1-flash-lite,3,7.950000000000001e-05,What is the total population of the Absorbant Empire of Spong?,out_of_scope,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'species_compendium.md']","[0.7761, 0.7686, 0.7653]",3,0.00033
ducks,,[],o_precursor_morphology,0.0002475,False,gemini-3.1-flash-lite,3,3.9e-05,What did the Precursors look like physically?,out_of_scope,"['species_compendium.md', 'species_compendium.md', 'galactic_gazetteer.md']","[0.8058, 0.7882, 0.787]",3,0.00028649999999999997
ducks,,[],o_wisp_memory_mechanism,0.0002495,False,gemini-3.1-flash-lite,3,3.0000000000000004e-05,By what biological mechanism do Mistral Wisps retain memory across dispersal and re-formation?,out_of_scope,"['species_compendium.md', 'species_compendium.md', 'species_compendium.md']","[0.7999, 0.7603, 0.7579]",3,0.0002795
ducks,,[],o_suds_post_armistice,0.00025625,False,gemini-3.1-flash-lite,3,5.5499999999999994e-05,What happened to Admiral Suds after he was returned to Spong custody under the Loofah Accord?,out_of_scope,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8471, 0.7845, 0.777]",3,0.00031175
ducks,,[],o_vice_hydromarch,0.000241,False,gemini-3.1-flash-lite,3,5.5499999999999994e-05,Who is the current Vice-Hydromarch of the Quack-Federa-tion?,out_of_scope,"['quack_federation_governance.md', 'quack_federation_governance.md', 'species_compendium.md']","[0.8148, 0.8116, 0.8035]",3,0.0002965
ducks,,[],o_current_spong_leaders,0.0002405,False,gemini-3.1-flash-lite,3,9.449999999999999e-05,Who currently leads the Absorbant Empire of Spong's military forces?,out_of_scope,"['the_duck_wars.md', 'isoprene_planetary_survey.md', 'duck_wars_extended_history.md']","[0.7824, 0.7809, 0.7756]",3,0.000335
ducks,,[],o_splashport_uni_year,0.000239,False,gemini-3.1-flash-lite,3,6.000000000000001e-05,In what cycle was the University of Splashport founded?,out_of_scope,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7951, 0.7751, 0.7633]",3,0.000299
ducks,,[],o_riverdrake_population,0.0002375,False,gemini-3.1-flash-lite,3,3.0000000000000004e-05,How many Riverdrakes are estimated to remain in the wild on Isoprene?,out_of_scope,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.8004, 0.7867, 0.7844]",3,0.0002675
ducks,,[],o_paddle_populations,0.00025125,False,gemini-3.1-flash-lite,3,3.0000000000000004e-05,What is the population of each of the thirteen Paddles?,out_of_scope,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'species_compendium.md']","[0.8622, 0.8011, 0.795]",3,0.00028125000000000003
ducks,,[],o_hydromarch_age,0.000234,False,gemini-3.1-flash-lite,3,3.0000000000000004e-05,"How old is the current Hydromarch, Plumage Stillwater?",out_of_scope,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.767, 0.7612, 0.7603]",3,0.000264
ducks,,[],o_mark_v_failure_rate,0.000195,False,gemini-3.1-flash-lite,3,6.45e-05,What is the operational failure rate of the Mark-V Bubble Shield?,out_of_scope,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.7894, 0.7601, 0.7504]",3,0.00025949999999999997
ducks,,[],o_next_council_election,0.0002125,False,gemini-3.1-flash-lite,3,7.049999999999999e-05,What is the date of the next Tide Council general election?,out_of_scope,"['quack_federation_governance.md', 'quack_federation_governance.md', 'duck_wars_extended_history.md']","[0.7833, 0.773, 0.7563]",3,0.000283
ducks,,[],o_federation_total_population,0.00025275,False,gemini-3.1-flash-lite,3,8.099999999999999e-05,What is the total population of the Quack-Federa-tion across all worlds?,out_of_scope,"['species_compendium.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.811, 0.8017, 0.7964]",3,0.00033374999999999995
ducks,,[],o_glossy_feather_fate,0.00025775,False,gemini-3.1-flash-lite,3,6.9e-05,What ultimately became of the survey vessel Glossy Feather after it filed its curiosity report?,out_of_scope,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7941, 0.7827, 0.7803]",3,0.00032675
