dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md']",m_battlebill_lineage,9.225e-05,False,gemini-3.1-flash-lite,1,9e-05,"What wartime need produced the Mark-VII Battlebill, and what heavy capital vessel program is currently being built by its successors at the Buoyant Yards?",multi_hop,['isoprene_planetary_survey.md'],[0.2309],3,0.00018225
ducks,,"['quack_federation_governance.md', 'species_compendium.md']",m_echo_folk_collective_seat,0.0001455,False,gemini-3.1-flash-lite,2,0.00012000000000000002,"How are the Echo-Folk represented in the Tide Council, and what does their collective citizenship arrangement mean biologically?",multi_hop,"['quack_federation_governance.md', 'quack_federation_governance.md']","[0.8622, -0.2278]",3,0.0002655
ducks,,"['galactic_gazetteer.md', 'duck_technology.md']",m_squeak_drive_origin,9.7e-05,False,gemini-3.1-flash-lite,1,7.8e-05,"Which moon's natural acoustic phenomenon inspired the Squeak Drive, and what does the Squeak Drive itself do to a starship's water exhaust?",multi_hop,['galactic_gazetteer.md'],[-0.4819],3,0.000175
ducks,,"['galactic_gazetteer.md', 'duck_wars_extended_history.md']",m_loofah_geography_battle,0.00026625,False,gemini-3.1-flash-lite,3,0.00014849999999999998,"What kind of material makes up the Loofah Line, and why was driving the Spong fleet into it militarily decisive?",multi_hop,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.5488, 0.0973, -0.1665]",3,0.00041474999999999997
ducks,,"['galactic_gazetteer.md', 'isoprene_planetary_survey.md']",m_elastos_processing,0.000171,False,gemini-3.1-flash-lite,2,0.000123,"What material does the Federation harvest on Elastos, and where on Isoprene is that material further compounded for industrial use?",multi_hop,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']","[1.2412, 0.6602]",3,0.000294
ducks,,"['species_compendium.md', 'quack_federation_governance.md']",m_paddles_council_voting,0.000174,False,gemini-3.1-flash-lite,2,2.7e-05,How many Paddles exist and how many seats does each hold in the Tide Council?,multi_hop,"['quack_federation_governance.md', 'isoprene_planetary_survey.md']","[1.0562, -0.0908]",3,0.000201
ducks,,"['duck_wars_extended_history.md', 'species_compendium.md']",m_drainer_against_spong_biology,0.00023475,False,gemini-3.1-flash-lite,3,0.0001305,"Why was the Drainer weapon initially so effective against Federation ships, given the colonial body structure of the Spong themselves?",multi_hop,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.2067, -0.1429, -0.3376]",3,0.00036525
ducks,,"['galactic_gazetteer.md', 'species_compendium.md']",m_bar_precursor,9.3e-05,False,gemini-3.1-flash-lite,1,5.4e-05,"What is the Bar, and how is it classified under the Office of Xenology's significance tiers?",multi_hop,['species_compendium.md'],[-0.4255],3,0.000147
ducks,,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']",m_reedwater_league_ancestry,0.00018175,True,gemini-3.1-flash-lite,2,0.0002895,"Which pre-Federation polity is the institutional ancestor of the Tide Council, and how is the modern Council composed?",multi_hop,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']","[1.0251, -0.2285]",3,0.00047125
ducks,,"['isoprene_planetary_survey.md', 'species_compendium.md']",m_bristlers_pendweather,9.275e-05,False,gemini-3.1-flash-lite,1,9.449999999999999e-05,"What protocol governs Federation contact with Bristle, and what underlying behavior of the Bristlers prompted it?",multi_hop,['species_compendium.md'],[0.5878],3,0.00018725
ducks,,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']",m_sap_drinker_polymer,0.0002175,False,gemini-3.1-flash-lite,3,0.0001125,"What is the dominant tree species of the Isoprene polymer forests, and what is its sap used for at a Federation-wide level?",multi_hop,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.5966, 0.5349, 0.4958]",3,0.00033
ducks,,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']",m_first_squadron_doctrine,0.000226,False,gemini-3.1-flash-lite,3,9e-05,"Where is the First Squadron based, and what has been the Fleet's standing doctrine since the Battle of the Loofah Line?",multi_hop,"['quack_federation_governance.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.593, -0.1116, -0.38]",3,0.000316
ducks,,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md']",m_waddles_legacy,0.0001585,False,gemini-3.1-flash-lite,2,7.65e-05,"What did Commodore Waddles do after retiring, and what is his canonical written work?",multi_hop,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[-0.1904, -0.2956]",3,0.00023500000000000002
ducks,,"['duck_wars_extended_history.md', 'quack_federation_governance.md']",m_stillwater_lineage,0.0001585,True,gemini-3.1-flash-lite,2,7.35e-05,"Which Hydromarch promoted Waddles to operational command during the war, and which current Hydromarch shares his Paddle name?",multi_hop,"['duck_wars_extended_history.md', 'quack_federation_governance.md']","[1.8245, 0.439]",3,0.000232
ducks,,[],o_hydromarch_salary,,True,,0,,What is the annual salary of the Hydromarch in Drops?,out_of_scope,[],[],3,
ducks,,[],o_spong_population,,True,,0,,What is the total population of the Absorbant Empire of Spong?,out_of_scope,[],[],3,
ducks,,[],o_precursor_morphology,,True,,0,,What did the Precursors look like physically?,out_of_scope,[],[],3,
ducks,,[],o_wisp_memory_mechanism,9.225e-05,False,gemini-3.1-flash-lite,1,4.0499999999999995e-05,By what biological mechanism do Mistral Wisps retain memory across dispersal and re-formation?,out_of_scope,['species_compendium.md'],[0.6224],3,0.00013275
ducks,,[],o_suds_post_armistice,0.00025975,False,gemini-3.1-flash-lite,3,9.300000000000001e-05,What happened to Admiral Suds after he was returned to Spong custody under the Loofah Accord?,out_of_scope,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[1.9592, 0.0571, -0.1249]",3,0.00035275
ducks,,[],o_vice_hydromarch,0.0002375,False,gemini-3.1-flash-lite,3,4.0499999999999995e-05,Who is the current Vice-Hydromarch of the Quack-Federa-tion?,out_of_scope,"['quack_federation_governance.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[1.1848, -0.2923, -0.3365]",3,0.000278
ducks,,[],o_current_spong_leaders,0.000188,False,gemini-3.1-flash-lite,2,9.900000000000001e-05,Who currently leads the Absorbant Empire of Spong's military forces?,out_of_scope,"['duck_wars_extended_history.md', 'the_duck_wars.md']","[0.5363, -0.1483]",3,0.000287
ducks,,[],o_splashport_uni_year,9.4e-05,False,gemini-3.1-flash-lite,1,4.35e-05,In what cycle was the University of Splashport founded?,out_of_scope,['isoprene_planetary_survey.md'],[0.6095],3,0.00013749999999999998
ducks,,[],o_riverdrake_population,,True,,0,,How many Riverdrakes are estimated to remain in the wild on Isoprene?,out_of_scope,[],[],3,
ducks,,[],o_paddle_populations,8.65e-05,False,gemini-3.1-flash-lite,1,8.85e-05,What is the population of each of the thirteen Paddles?,out_of_scope,['isoprene_planetary_survey.md'],[2.1615],3,0.000175
ducks,,[],o_hydromarch_age,,True,,0,,"How old is the current Hydromarch, Plumage Stillwater?",out_of_scope,[],[],3,
ducks,,[],o_mark_v_failure_rate,7.2e-05,False,gemini-3.1-flash-lite,1,4.35e-05,What is the operational failure rate of the Mark-V Bubble Shield?,out_of_scope,['duck_wars_extended_history.md'],[0.9488],3,0.0001155
ducks,,[],o_next_council_election,,True,,0,,What is the date of the next Tide Council general election?,out_of_scope,[],[],3,
ducks,,[],o_federation_total_population,0.000182,False,gemini-3.1-flash-lite,2,7.950000000000001e-05,What is the total population of the Quack-Federa-tion across all worlds?,out_of_scope,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.1734, -0.0128]",3,0.0002615
ducks,,[],o_glossy_feather_fate,9.625e-05,False,gemini-3.1-flash-lite,1,7.950000000000001e-05,What ultimately became of the survey vessel Glossy Feather after it filed its curiosity report?,out_of_scope,['duck_wars_extended_history.md'],[0.074],3,0.00017575000000000002
